ville,datetime,pm10,pm2_5,nitrogen_dioxide,ozone,collecte_le,indice_qualite,heure
Paris,2026-04-13 00:00:00,24.8,13.0,50.4,24.0,2026-04-14 21:02,Moyen,0
Paris,2026-04-13 01:00:00,24.7,13.7,59.7,19.0,2026-04-14 21:02,Moyen,1
Paris,2026-04-13 02:00:00,22.7,14.9,43.6,20.0,2026-04-14 21:02,Moyen,2
Paris,2026-04-13 03:00:00,23.6,15.5,45.2,17.0,2026-04-14 21:02,Moyen,3
Paris,2026-04-13 04:00:00,25.4,16.5,44.2,14.0,2026-04-14 21:02,Moyen,4
Paris,2026-04-13 05:00:00,26.7,17.4,48.2,10.0,2026-04-14 21:02,Moyen,5
Paris,2026-04-13 06:00:00,28.4,18.3,52.2,6.0,2026-04-14 21:02,Moyen,6
Paris,2026-04-13 07:00:00,29.6,19.7,54.1,1.0,2026-04-14 21:02,Moyen,7
Paris,2026-04-13 08:00:00,32.4,23.7,60.6,2.0,2026-04-14 21:02,Moyen,8
Paris,2026-04-13 09:00:00,35.3,26.2,60.0,4.0,2026-04-14 21:02,Mauvais,9
Paris,2026-04-13 10:00:00,34.1,27.2,64.1,7.0,2026-04-14 21:02,Mauvais,10
Paris,2026-04-13 11:00:00,31.8,25.8,60.8,11.0,2026-04-14 21:02,Mauvais,11
Paris,2026-04-13 12:00:00,27.5,23.8,41.5,36.0,2026-04-14 21:02,Moyen,12
Paris,2026-04-13 13:00:00,23.5,18.0,37.1,53.0,2026-04-14 21:02,Moyen,13
Paris,2026-04-13 14:00:00,18.0,15.3,37.4,60.0,2026-04-14 21:02,Moyen,14
Paris,2026-04-13 15:00:00,12.5,11.2,24.1,57.0,2026-04-14 21:02,Moyen,15
Paris,2026-04-13 16:00:00,9.9,7.9,18.7,62.0,2026-04-14 21:02,Bon,16
Paris,2026-04-13 17:00:00,10.0,7.1,14.7,69.0,2026-04-14 21:02,Bon,17
Paris,2026-04-13 18:00:00,10.0,6.2,14.0,69.0,2026-04-14 21:02,Bon,18
Paris,2026-04-13 19:00:00,8.9,7.2,17.7,67.0,2026-04-14 21:02,Bon,19
Paris,2026-04-13 20:00:00,11.1,8.9,26.2,59.0,2026-04-14 21:02,Bon,20
Paris,2026-04-13 21:00:00,12.6,8.6,41.3,41.0,2026-04-14 21:02,Bon,21
Paris,2026-04-13 22:00:00,13.7,9.2,43.7,33.0,2026-04-14 21:02,Bon,22
Paris,2026-04-13 23:00:00,14.8,11.0,42.3,35.0,2026-04-14 21:02,Moyen,23
Paris,2026-04-14 00:00:00,14.8,12.1,41.6,31.0,2026-04-14 21:02,Moyen,0
Paris,2026-04-14 01:00:00,14.8,11.6,38.0,29.0,2026-04-14 21:02,Moyen,1
Paris,2026-04-14 02:00:00,16.1,12.7,36.6,25.0,2026-04-14 21:02,Moyen,2
Paris,2026-04-14 03:00:00,15.7,12.2,31.8,21.0,2026-04-14 21:02,Moyen,3
Paris,2026-04-14 04:00:00,15.6,13.7,33.0,18.0,2026-04-14 21:02,Moyen,4
Paris,2026-04-14 05:00:00,16.3,14.5,34.2,14.0,2026-04-14 21:02,Moyen,5
Paris,2026-04-14 06:00:00,18.6,16.8,45.4,2.0,2026-04-14 21:02,Moyen,6
Paris,2026-04-14 07:00:00,23.6,17.5,47.1,1.0,2026-04-14 21:02,Moyen,7
Paris,2026-04-14 08:00:00,30.4,19.7,65.3,1.0,2026-04-14 21:02,Moyen,8
Paris,2026-04-14 09:00:00,33.7,22.0,63.8,5.0,2026-04-14 21:02,Moyen,9
Paris,2026-04-14 10:00:00,30.4,20.2,59.4,21.0,2026-04-14 21:02,Moyen,10
Paris,2026-04-14 11:00:00,24.6,18.5,45.6,39.0,2026-04-14 21:02,Moyen,11
Paris,2026-04-14 12:00:00,23.4,15.4,32.4,58.0,2026-04-14 21:02,Moyen,12
Paris,2026-04-14 13:00:00,19.0,11.8,22.2,71.0,2026-04-14 21:02,Moyen,13
Paris,2026-04-14 14:00:00,12.4,8.6,16.2,80.0,2026-04-14 21:02,Bon,14
Paris,2026-04-14 15:00:00,11.5,7.5,14.5,91.0,2026-04-14 21:02,Bon,15
Paris,2026-04-14 16:00:00,11.1,6.7,12.6,101.0,2026-04-14 21:02,Bon,16
Paris,2026-04-14 17:00:00,12.2,6.2,15.0,103.0,2026-04-14 21:02,Bon,17
Paris,2026-04-14 18:00:00,11.8,6.8,19.5,88.0,2026-04-14 21:02,Bon,18
Paris,2026-04-14 19:00:00,11.6,7.3,33.2,84.0,2026-04-14 21:02,Bon,19
Paris,2026-04-14 20:00:00,11.5,9.0,41.3,76.0,2026-04-14 21:02,Bon,20
Paris,2026-04-14 21:00:00,17.0,11.7,65.0,51.0,2026-04-14 21:02,Moyen,21
Paris,2026-04-14 22:00:00,19.9,14.9,58.7,35.0,2026-04-14 21:02,Moyen,22
Paris,2026-04-14 23:00:00,20.0,15.6,51.9,32.0,2026-04-14 21:02,Moyen,23
Paris,2026-04-15 00:00:00,18.6,14.6,45.1,33.0,2026-04-14 21:02,Moyen,0
Paris,2026-04-15 01:00:00,17.3,13.5,37.8,35.0,2026-04-14 21:02,Moyen,1
Paris,2026-04-15 02:00:00,16.3,12.8,28.5,45.0,2026-04-14 21:02,Moyen,2
Paris,2026-04-15 03:00:00,16.8,13.1,21.4,48.0,2026-04-14 21:02,Moyen,3
Paris,2026-04-15 04:00:00,16.6,13.1,19.2,48.0,2026-04-14 21:02,Moyen,4
Paris,2026-04-15 05:00:00,16.4,13.7,21.5,44.0,2026-04-14 21:02,Moyen,5
Paris,2026-04-15 06:00:00,16.9,14.4,28.6,33.0,2026-04-14 21:02,Moyen,6
Paris,2026-04-15 07:00:00,19.3,17.3,34.8,34.0,2026-04-14 21:02,Moyen,7
Paris,2026-04-15 08:00:00,23.7,19.8,49.2,19.0,2026-04-14 21:02,Moyen,8
Paris,2026-04-15 09:00:00,22.3,18.4,41.0,42.0,2026-04-14 21:02,Moyen,9
Paris,2026-04-15 10:00:00,20.4,17.3,33.6,48.0,2026-04-14 21:02,Moyen,10
Paris,2026-04-15 11:00:00,18.4,13.6,25.5,74.0,2026-04-14 21:02,Moyen,11
Paris,2026-04-15 12:00:00,16.0,12.0,11.1,92.0,2026-04-14 21:02,Moyen,12
Paris,2026-04-15 13:00:00,12.1,9.0,8.0,101.0,2026-04-14 21:02,Bon,13
Paris,2026-04-15 14:00:00,9.7,7.3,6.9,102.0,2026-04-14 21:02,Bon,14
Paris,2026-04-15 15:00:00,8.3,6.3,7.4,100.0,2026-04-14 21:02,Bon,15
Paris,2026-04-15 16:00:00,8.3,5.6,8.1,95.0,2026-04-14 21:02,Bon,16
Paris,2026-04-15 17:00:00,7.2,4.8,10.5,86.0,2026-04-14 21:02,Bon,17
Paris,2026-04-15 18:00:00,7.5,5.4,13.9,74.0,2026-04-14 21:02,Bon,18
Paris,2026-04-15 19:00:00,8.5,6.3,19.7,61.0,2026-04-14 21:02,Bon,19
Paris,2026-04-15 20:00:00,9.3,6.6,27.2,50.0,2026-04-14 21:02,Bon,20
Paris,2026-04-15 21:00:00,11.8,8.0,39.5,37.0,2026-04-14 21:02,Bon,21
Paris,2026-04-15 22:00:00,11.8,9.2,35.9,34.0,2026-04-14 21:02,Bon,22
Paris,2026-04-15 23:00:00,12.3,10.2,31.0,37.0,2026-04-14 21:02,Moyen,23
Paris,2026-04-16 00:00:00,11.4,9.4,23.7,38.0,2026-04-14 21:02,Bon,0
Paris,2026-04-16 01:00:00,11.0,8.5,18.6,39.0,2026-04-14 21:02,Bon,1
Paris,2026-04-16 02:00:00,10.3,7.4,15.0,42.0,2026-04-14 21:02,Bon,2
Paris,2026-04-16 03:00:00,9.7,7.0,11.3,44.0,2026-04-14 21:02,Bon,3
Paris,2026-04-16 04:00:00,9.6,6.1,10.0,44.0,2026-04-14 21:02,Bon,4
Paris,2026-04-16 05:00:00,9.9,6.8,12.2,42.0,2026-04-14 21:02,Bon,5
Paris,2026-04-16 06:00:00,11.8,8.2,20.5,37.0,2026-04-14 21:02,Bon,6
Paris,2026-04-16 07:00:00,13.9,9.4,31.2,29.0,2026-04-14 21:02,Bon,7
Paris,2026-04-16 08:00:00,15.2,10.9,38.8,22.0,2026-04-14 21:02,Moyen,8
Paris,2026-04-16 09:00:00,14.2,10.3,41.7,29.0,2026-04-14 21:02,Moyen,9
Paris,2026-04-16 10:00:00,14.4,10.2,33.3,35.0,2026-04-14 21:02,Moyen,10
Paris,2026-04-16 11:00:00,15.3,10.0,22.7,64.0,2026-04-14 21:02,Bon,11
Paris,2026-04-16 12:00:00,13.7,9.4,15.5,70.0,2026-04-14 21:02,Bon,12
Paris,2026-04-16 13:00:00,13.9,9.3,10.6,77.0,2026-04-14 21:02,Bon,13
Paris,2026-04-16 14:00:00,13.5,6.7,10.1,87.0,2026-04-14 21:02,Bon,14
Paris,2026-04-16 15:00:00,12.9,5.7,8.8,90.0,2026-04-14 21:02,Bon,15
Paris,2026-04-16 16:00:00,12.2,5.3,9.3,91.0,2026-04-14 21:02,Bon,16
Paris,2026-04-16 17:00:00,12.6,5.4,11.2,90.0,2026-04-14 21:02,Bon,17
Paris,2026-04-16 18:00:00,12.9,5.6,16.9,83.0,2026-04-14 21:02,Bon,18
Paris,2026-04-16 19:00:00,12.5,6.5,18.7,77.0,2026-04-14 21:02,Bon,19
Paris,2026-04-16 20:00:00,12.8,6.6,29.7,71.0,2026-04-14 21:02,Bon,20
Paris,2026-04-16 21:00:00,15.2,7.9,44.9,52.0,2026-04-14 21:02,Bon,21
Paris,2026-04-16 22:00:00,17.8,12.2,65.0,34.0,2026-04-14 21:02,Moyen,22
Paris,2026-04-16 23:00:00,20.8,14.9,66.9,26.0,2026-04-14 21:02,Moyen,23
Paris,2026-04-17 00:00:00,20.9,14.3,60.0,18.0,2026-04-14 21:02,Moyen,0
Paris,2026-04-17 01:00:00,21.0,13.8,55.5,23.0,2026-04-14 21:02,Moyen,1
Paris,2026-04-17 02:00:00,20.1,13.2,44.8,20.0,2026-04-14 21:02,Moyen,2
Paris,2026-04-17 03:00:00,18.9,12.1,37.5,21.0,2026-04-14 21:02,Moyen,3
Paris,2026-04-17 04:00:00,18.1,11.7,36.2,22.0,2026-04-14 21:02,Moyen,4
Paris,2026-04-17 05:00:00,17.8,11.6,35.2,19.0,2026-04-14 21:02,Moyen,5
Paris,2026-04-17 06:00:00,19.1,12.1,39.4,15.0,2026-04-14 21:02,Moyen,6
Paris,2026-04-17 07:00:00,22.5,13.6,44.9,7.0,2026-04-14 21:02,Moyen,7
Paris,2026-04-17 08:00:00,23.4,16.8,54.8,4.0,2026-04-14 21:02,Moyen,8
Paris,2026-04-17 09:00:00,21.8,13.5,47.5,13.0,2026-04-14 21:02,Moyen,9
Paris,2026-04-17 10:00:00,21.4,11.4,42.2,33.0,2026-04-14 21:02,Moyen,10
Paris,2026-04-17 11:00:00,19.7,10.6,27.5,54.0,2026-04-14 21:02,Moyen,11
Paris,2026-04-17 12:00:00,15.5,10.1,18.0,70.0,2026-04-14 21:02,Moyen,12
Paris,2026-04-17 13:00:00,12.6,6.5,10.7,87.0,2026-04-14 21:02,Bon,13
Paris,2026-04-17 14:00:00,10.8,5.5,9.3,92.0,2026-04-14 21:02,Bon,14
Paris,2026-04-17 15:00:00,10.7,5.2,10.5,95.0,2026-04-14 21:02,Bon,15
Paris,2026-04-17 16:00:00,10.4,5.3,10.6,92.0,2026-04-14 21:02,Bon,16
Paris,2026-04-17 17:00:00,10.7,5.7,13.7,87.0,2026-04-14 21:02,Bon,17
Paris,2026-04-17 18:00:00,11.1,6.7,18.5,81.0,2026-04-14 21:02,Bon,18
Paris,2026-04-17 19:00:00,12.0,7.6,23.9,70.0,2026-04-14 21:02,Bon,19
Paris,2026-04-17 20:00:00,12.1,8.0,31.3,63.0,2026-04-14 21:02,Bon,20
Paris,2026-04-17 21:00:00,13.7,8.4,46.5,48.0,2026-04-14 21:02,Bon,21
Paris,2026-04-17 22:00:00,18.0,12.2,64.2,19.0,2026-04-14 21:02,Moyen,22
Paris,2026-04-17 23:00:00,22.6,14.3,64.1,18.0,2026-04-14 21:02,Moyen,23
Paris,2026-04-18 00:00:00,20.4,14.6,57.5,22.0,2026-04-14 21:02,Moyen,0
Paris,2026-04-18 01:00:00,16.4,12.7,46.1,30.5,2026-04-14 21:02,Moyen,1
Paris,2026-04-18 02:00:00,11.6,9.5,28.5,46.5,2026-04-14 21:02,Bon,2
Paris,2026-04-18 03:00:00,6.0,5.8,13.8,60.0,2026-04-14 21:02,Bon,3
Paris,2026-04-18 04:00:00,5.4,5.2,12.0,60.0,2026-04-14 21:02,Bon,4
Paris,2026-04-18 05:00:00,5.1,4.9,11.4,58.0,2026-04-14 21:02,Bon,5
Paris,2026-04-18 06:00:00,5.0,4.8,12.4,53.0,2026-04-14 21:02,Bon,6
Paris,2026-04-18 07:00:00,5.3,5.1,14.5,47.0,2026-04-14 21:02,Bon,7
Paris,2026-04-18 08:00:00,6.4,6.2,15.9,44.0,2026-04-14 21:02,Bon,8
Paris,2026-04-18 09:00:00,7.9,7.7,15.8,47.0,2026-04-14 21:02,Bon,9
Paris,2026-04-18 10:00:00,9.3,9.1,14.9,54.0,2026-04-14 21:02,Bon,10
Paris,2026-04-18 11:00:00,12.5,11.8,13.5,62.0,2026-04-14 21:02,Moyen,11
Paris,2026-04-18 12:00:00,13.0,12.3,11.0,73.0,2026-04-14 21:02,Moyen,12
Paris,2026-04-18 13:00:00,13.1,12.2,7.9,85.0,2026-04-14 21:02,Moyen,13
Paris,2026-04-18 14:00:00,14.4,13.4,5.8,93.0,2026-04-14 21:02,Moyen,14
Paris,2026-04-18 15:00:00,15.1,14.1,5.3,93.0,2026-04-14 21:02,Moyen,15
Paris,2026-04-18 16:00:00,13.6,12.6,5.8,88.0,2026-04-14 21:02,Moyen,16
Paris,2026-04-18 17:00:00,12.9,12.0,6.7,83.0,2026-04-14 21:02,Moyen,17
Paris,2026-04-18 18:00:00,10.3,9.7,8.0,79.0,2026-04-14 21:02,Bon,18
Paris,2026-04-18 19:00:00,7.7,6.6,9.7,76.0,2026-04-14 21:02,Bon,19
Paris,2026-04-18 20:00:00,7.3,5.9,11.2,73.0,2026-04-14 21:02,Bon,20
Paris,2026-04-18 21:00:00,7.5,6.2,12.2,71.0,2026-04-14 21:02,Bon,21
Paris,2026-04-18 22:00:00,7.5,6.3,12.9,70.0,2026-04-14 21:02,Bon,22
Paris,2026-04-18 23:00:00,7.4,6.2,13.3,68.0,2026-04-14 21:02,Bon,23
Lyon,2026-04-13 00:00:00,4.9,3.8,5.3,80.0,2026-04-14 21:02,Bon,0
Lyon,2026-04-13 01:00:00,4.5,3.6,5.3,80.0,2026-04-14 21:02,Bon,1
Lyon,2026-04-13 02:00:00,3.4,3.0,4.2,80.0,2026-04-14 21:02,Bon,2
Lyon,2026-04-13 03:00:00,3.6,2.9,3.4,78.0,2026-04-14 21:02,Bon,3
Lyon,2026-04-13 04:00:00,3.5,2.4,3.1,78.0,2026-04-14 21:02,Bon,4
Lyon,2026-04-13 05:00:00,3.3,2.1,3.4,78.0,2026-04-14 21:02,Bon,5
Lyon,2026-04-13 06:00:00,3.2,2.0,4.3,84.0,2026-04-14 21:02,Bon,6
Lyon,2026-04-13 07:00:00,3.1,2.3,6.8,80.0,2026-04-14 21:02,Bon,7
Lyon,2026-04-13 08:00:00,3.8,2.9,9.0,76.0,2026-04-14 21:02,Bon,8
Lyon,2026-04-13 09:00:00,4.3,3.0,10.8,78.0,2026-04-14 21:02,Bon,9
Lyon,2026-04-13 10:00:00,4.7,2.9,9.4,80.0,2026-04-14 21:02,Bon,10
Lyon,2026-04-13 11:00:00,4.5,2.8,7.9,82.0,2026-04-14 21:02,Bon,11
Lyon,2026-04-13 12:00:00,4.6,2.8,6.7,81.0,2026-04-14 21:02,Bon,12
Lyon,2026-04-13 13:00:00,4.5,2.7,6.3,86.0,2026-04-14 21:02,Bon,13
Lyon,2026-04-13 14:00:00,5.0,2.9,5.8,90.0,2026-04-14 21:02,Bon,14
Lyon,2026-04-13 15:00:00,5.3,3.3,5.6,89.0,2026-04-14 21:02,Bon,15
Lyon,2026-04-13 16:00:00,5.4,3.6,6.2,88.0,2026-04-14 21:02,Bon,16
Lyon,2026-04-13 17:00:00,5.3,3.7,7.6,85.0,2026-04-14 21:02,Bon,17
Lyon,2026-04-13 18:00:00,5.5,4.7,10.3,81.0,2026-04-14 21:02,Bon,18
Lyon,2026-04-13 19:00:00,6.7,5.7,12.7,79.0,2026-04-14 21:02,Bon,19
Lyon,2026-04-13 20:00:00,7.9,6.7,15.5,75.0,2026-04-14 21:02,Bon,20
Lyon,2026-04-13 21:00:00,8.1,6.5,16.5,69.0,2026-04-14 21:02,Bon,21
Lyon,2026-04-13 22:00:00,8.2,7.1,15.6,69.0,2026-04-14 21:02,Bon,22
Lyon,2026-04-13 23:00:00,7.9,6.6,10.8,72.0,2026-04-14 21:02,Bon,23
Lyon,2026-04-14 00:00:00,7.5,6.1,7.4,73.0,2026-04-14 21:02,Bon,0
Lyon,2026-04-14 01:00:00,7.6,6.0,6.6,73.0,2026-04-14 21:02,Bon,1
Lyon,2026-04-14 02:00:00,8.3,6.1,6.0,63.0,2026-04-14 21:02,Bon,2
Lyon,2026-04-14 03:00:00,8.3,6.7,6.0,58.0,2026-04-14 21:02,Bon,3
Lyon,2026-04-14 04:00:00,8.9,7.1,5.8,55.0,2026-04-14 21:02,Bon,4
Lyon,2026-04-14 05:00:00,9.6,7.6,6.4,53.0,2026-04-14 21:02,Bon,5
Lyon,2026-04-14 06:00:00,10.4,8.0,9.1,50.0,2026-04-14 21:02,Bon,6
Lyon,2026-04-14 07:00:00,11.8,8.6,13.3,45.0,2026-04-14 21:02,Bon,7
Lyon,2026-04-14 08:00:00,12.7,9.7,21.8,48.0,2026-04-14 21:02,Bon,8
Lyon,2026-04-14 09:00:00,12.0,8.8,13.8,56.0,2026-04-14 21:02,Bon,9
Lyon,2026-04-14 10:00:00,11.6,8.0,6.2,61.0,2026-04-14 21:02,Bon,10
Lyon,2026-04-14 11:00:00,12.4,8.7,4.0,71.0,2026-04-14 21:02,Bon,11
Lyon,2026-04-14 12:00:00,12.1,7.7,3.4,78.0,2026-04-14 21:02,Bon,12
Lyon,2026-04-14 13:00:00,11.9,7.6,3.2,88.0,2026-04-14 21:02,Bon,13
Lyon,2026-04-14 14:00:00,12.0,7.0,3.2,97.0,2026-04-14 21:02,Bon,14
Lyon,2026-04-14 15:00:00,12.3,7.2,3.5,101.0,2026-04-14 21:02,Bon,15
Lyon,2026-04-14 16:00:00,12.0,7.4,3.8,100.0,2026-04-14 21:02,Bon,16
Lyon,2026-04-14 17:00:00,13.1,8.9,4.9,98.0,2026-04-14 21:02,Bon,17
Lyon,2026-04-14 18:00:00,13.5,9.3,6.0,95.0,2026-04-14 21:02,Bon,18
Lyon,2026-04-14 19:00:00,12.5,9.5,7.9,92.0,2026-04-14 21:02,Bon,19
Lyon,2026-04-14 20:00:00,12.6,9.7,14.5,90.0,2026-04-14 21:02,Bon,20
Lyon,2026-04-14 21:00:00,13.6,10.2,14.8,79.0,2026-04-14 21:02,Moyen,21
Lyon,2026-04-14 22:00:00,14.3,11.1,15.1,76.0,2026-04-14 21:02,Moyen,22
Lyon,2026-04-14 23:00:00,15.9,12.2,14.9,71.0,2026-04-14 21:02,Moyen,23
Lyon,2026-04-15 00:00:00,16.5,12.8,13.2,67.0,2026-04-14 21:02,Moyen,0
Lyon,2026-04-15 01:00:00,15.3,12.7,11.0,69.0,2026-04-14 21:02,Moyen,1
Lyon,2026-04-15 02:00:00,14.2,12.6,7.8,70.0,2026-04-14 21:02,Moyen,2
Lyon,2026-04-15 03:00:00,14.0,12.0,6.5,68.0,2026-04-14 21:02,Moyen,3
Lyon,2026-04-15 04:00:00,14.7,12.0,6.3,64.0,2026-04-14 21:02,Moyen,4
Lyon,2026-04-15 05:00:00,15.4,12.7,7.2,63.0,2026-04-14 21:02,Moyen,5
Lyon,2026-04-15 06:00:00,16.8,13.4,10.1,53.0,2026-04-14 21:02,Moyen,6
Lyon,2026-04-15 07:00:00,18.4,14.3,15.8,47.0,2026-04-14 21:02,Moyen,7
Lyon,2026-04-15 08:00:00,21.7,17.4,32.7,36.0,2026-04-14 21:02,Moyen,8
Lyon,2026-04-15 09:00:00,21.0,16.7,26.6,52.0,2026-04-14 21:02,Moyen,9
Lyon,2026-04-15 10:00:00,19.3,16.6,11.7,61.0,2026-04-14 21:02,Moyen,10
Lyon,2026-04-15 11:00:00,19.5,16.0,9.2,75.0,2026-04-14 21:02,Moyen,11
Lyon,2026-04-15 12:00:00,21.0,17.4,6.8,83.0,2026-04-14 21:02,Moyen,12
Lyon,2026-04-15 13:00:00,20.8,18.5,5.0,92.0,2026-04-14 21:02,Moyen,13
Lyon,2026-04-15 14:00:00,18.5,16.1,3.9,99.0,2026-04-14 21:02,Moyen,14
Lyon,2026-04-15 15:00:00,18.2,13.3,3.1,101.0,2026-04-14 21:02,Moyen,15
Lyon,2026-04-15 16:00:00,17.9,10.9,3.4,100.0,2026-04-14 21:02,Moyen,16
Lyon,2026-04-15 17:00:00,17.1,8.6,4.2,99.0,2026-04-14 21:02,Bon,17
Lyon,2026-04-15 18:00:00,15.3,8.0,5.5,98.0,2026-04-14 21:02,Bon,18
Lyon,2026-04-15 19:00:00,16.0,9.2,11.3,92.0,2026-04-14 21:02,Bon,19
Lyon,2026-04-15 20:00:00,18.8,10.7,20.5,71.0,2026-04-14 21:02,Moyen,20
Lyon,2026-04-15 21:00:00,20.1,12.4,23.4,62.0,2026-04-14 21:02,Moyen,21
Lyon,2026-04-15 22:00:00,20.4,13.3,20.9,59.0,2026-04-14 21:02,Moyen,22
Lyon,2026-04-15 23:00:00,21.1,15.5,18.5,52.0,2026-04-14 21:02,Moyen,23
Lyon,2026-04-16 00:00:00,20.3,14.6,20.4,48.0,2026-04-14 21:02,Moyen,0
Lyon,2026-04-16 01:00:00,19.3,13.7,17.5,49.0,2026-04-14 21:02,Moyen,1
Lyon,2026-04-16 02:00:00,17.6,12.0,15.8,50.0,2026-04-14 21:02,Moyen,2
Lyon,2026-04-16 03:00:00,15.1,11.6,13.0,48.0,2026-04-14 21:02,Moyen,3
Lyon,2026-04-16 04:00:00,13.5,10.3,11.7,46.0,2026-04-14 21:02,Moyen,4
Lyon,2026-04-16 05:00:00,13.4,9.7,10.4,39.0,2026-04-14 21:02,Bon,5
Lyon,2026-04-16 06:00:00,13.1,10.2,14.6,38.0,2026-04-14 21:02,Moyen,6
Lyon,2026-04-16 07:00:00,13.6,10.2,18.5,31.0,2026-04-14 21:02,Moyen,7
Lyon,2026-04-16 08:00:00,15.3,10.9,31.8,30.0,2026-04-14 21:02,Moyen,8
Lyon,2026-04-16 09:00:00,12.9,8.9,23.6,43.0,2026-04-14 21:02,Bon,9
Lyon,2026-04-16 10:00:00,11.0,7.2,12.5,55.0,2026-04-14 21:02,Bon,10
Lyon,2026-04-16 11:00:00,8.7,6.2,7.6,59.0,2026-04-14 21:02,Bon,11
Lyon,2026-04-16 12:00:00,8.3,6.3,4.1,70.0,2026-04-14 21:02,Bon,12
Lyon,2026-04-16 13:00:00,8.1,5.4,3.1,80.0,2026-04-14 21:02,Bon,13
Lyon,2026-04-16 14:00:00,7.5,4.5,2.7,86.0,2026-04-14 21:02,Bon,14
Lyon,2026-04-16 15:00:00,6.3,4.1,2.6,89.0,2026-04-14 21:02,Bon,15
Lyon,2026-04-16 16:00:00,6.0,3.9,2.6,88.0,2026-04-14 21:02,Bon,16
Lyon,2026-04-16 17:00:00,6.0,3.8,3.2,86.0,2026-04-14 21:02,Bon,17
Lyon,2026-04-16 18:00:00,6.3,4.0,4.2,83.0,2026-04-14 21:02,Bon,18
Lyon,2026-04-16 19:00:00,7.2,4.2,7.5,73.0,2026-04-14 21:02,Bon,19
Lyon,2026-04-16 20:00:00,8.2,5.0,15.4,64.0,2026-04-14 21:02,Bon,20
Lyon,2026-04-16 21:00:00,11.2,5.7,18.5,56.0,2026-04-14 21:02,Bon,21
Lyon,2026-04-16 22:00:00,12.1,7.3,17.9,51.0,2026-04-14 21:02,Bon,22
Lyon,2026-04-16 23:00:00,12.2,8.8,18.9,42.0,2026-04-14 21:02,Bon,23
Lyon,2026-04-17 00:00:00,11.8,9.4,17.4,38.0,2026-04-14 21:02,Bon,0
Lyon,2026-04-17 01:00:00,10.8,8.8,15.5,37.0,2026-04-14 21:02,Bon,1
Lyon,2026-04-17 02:00:00,9.6,7.7,12.6,35.0,2026-04-14 21:02,Bon,2
