ville,datetime,pm10,pm2_5,nitrogen_dioxide,ozone,collecte_le,indice_qualite,heure
Bordeaux,2026-04-14 23:00:00,14.2,9.5,12.6,59.0,2026-04-14 21:02,Bon,23
Bordeaux,2026-04-15 00:00:00,14.2,9.7,15.0,56.0,2026-04-14 21:02,Bon,0
Bordeaux,2026-04-15 01:00:00,13.5,9.0,13.0,48.0,2026-04-14 21:02,Bon,1
Bordeaux,2026-04-15 02:00:00,12.0,8.1,10.9,45.0,2026-04-14 21:02,Bon,2
Bordeaux,2026-04-15 03:00:00,10.5,7.4,8.0,55.0,2026-04-14 21:02,Bon,3
Bordeaux,2026-04-15 04:00:00,8.1,6.8,5.6,59.0,2026-04-14 21:02,Bon,4
Bordeaux,2026-04-15 05:00:00,7.0,4.9,4.4,57.0,2026-04-14 21:02,Bon,5
Bordeaux,2026-04-15 06:00:00,7.3,5.7,5.1,54.0,2026-04-14 21:02,Bon,6
Bordeaux,2026-04-15 07:00:00,9.2,7.3,8.8,39.0,2026-04-14 21:02,Bon,7
Bordeaux,2026-04-15 08:00:00,12.3,8.6,16.1,34.0,2026-04-14 21:02,Bon,8
Bordeaux,2026-04-15 09:00:00,14.9,9.0,19.9,33.0,2026-04-14 21:02,Bon,9
Bordeaux,2026-04-15 10:00:00,17.2,7.8,11.7,50.0,2026-04-14 21:02,Bon,10
Bordeaux,2026-04-15 11:00:00,14.1,6.3,5.1,58.0,2026-04-14 21:02,Bon,11
Bordeaux,2026-04-15 12:00:00,12.0,3.9,3.0,65.0,2026-04-14 21:02,Bon,12
Bordeaux,2026-04-15 13:00:00,9.0,3.6,2.5,71.0,2026-04-14 21:02,Bon,13
Bordeaux,2026-04-15 14:00:00,7.0,3.7,2.2,77.0,2026-04-14 21:02,Bon,14
Bordeaux,2026-04-15 15:00:00,5.8,3.5,1.9,79.0,2026-04-14 21:02,Bon,15
Bordeaux,2026-04-15 16:00:00,5.3,3.3,1.9,81.0,2026-04-14 21:02,Bon,16
Bordeaux,2026-04-15 17:00:00,6.2,3.3,1.9,81.0,2026-04-14 21:02,Bon,17
Bordeaux,2026-04-15 18:00:00,7.0,3.9,2.1,78.0,2026-04-14 21:02,Bon,18
Bordeaux,2026-04-15 19:00:00,6.6,4.0,4.3,77.0,2026-04-14 21:02,Bon,19
Bordeaux,2026-04-15 20:00:00,7.7,4.8,4.0,70.0,2026-04-14 21:02,Bon,20
Bordeaux,2026-04-15 21:00:00,9.3,6.1,7.5,65.0,2026-04-14 21:02,Bon,21
Bordeaux,2026-04-15 22:00:00,11.3,7.3,8.3,60.0,2026-04-14 21:02,Bon,22
Bordeaux,2026-04-15 23:00:00,12.2,7.7,9.2,54.0,2026-04-14 21:02,Bon,23
Bordeaux,2026-04-16 00:00:00,14.2,7.6,10.9,46.0,2026-04-14 21:02,Bon,0
Bordeaux,2026-04-16 01:00:00,12.8,7.8,11.7,38.0,2026-04-14 21:02,Bon,1
Bordeaux,2026-04-16 02:00:00,12.0,8.2,10.3,43.0,2026-04-14 21:02,Bon,2
Bordeaux,2026-04-16 03:00:00,12.6,8.3,9.6,48.0,2026-04-14 21:02,Bon,3
Bordeaux,2026-04-16 04:00:00,13.6,8.6,9.9,49.0,2026-04-14 21:02,Bon,4
Bordeaux,2026-04-16 05:00:00,14.4,9.4,10.0,48.0,2026-04-14 21:02,Bon,5
Bordeaux,2026-04-16 06:00:00,16.3,9.8,14.7,43.0,2026-04-14 21:02,Bon,6
Bordeaux,2026-04-16 07:00:00,19.4,10.6,19.8,22.0,2026-04-14 21:02,Moyen,7
Bordeaux,2026-04-16 08:00:00,21.2,11.8,29.1,14.0,2026-04-14 21:02,Moyen,8
Bordeaux,2026-04-16 09:00:00,20.7,13.0,23.1,22.0,2026-04-14 21:02,Moyen,9
Bordeaux,2026-04-16 10:00:00,17.7,11.3,12.3,44.0,2026-04-14 21:02,Moyen,10
Bordeaux,2026-04-16 11:00:00,14.4,6.1,9.2,67.0,2026-04-14 21:02,Bon,11
Bordeaux,2026-04-16 12:00:00,10.8,5.3,6.2,70.0,2026-04-14 21:02,Bon,12
Bordeaux,2026-04-16 13:00:00,9.6,5.1,3.5,79.0,2026-04-14 21:02,Bon,13
Bordeaux,2026-04-16 14:00:00,9.1,4.7,2.9,86.0,2026-04-14 21:02,Bon,14
Bordeaux,2026-04-16 15:00:00,8.9,4.3,2.4,94.0,2026-04-14 21:02,Bon,15
Bordeaux,2026-04-16 16:00:00,8.0,4.0,2.2,97.0,2026-04-14 21:02,Bon,16
Bordeaux,2026-04-16 17:00:00,7.8,3.9,2.6,97.0,2026-04-14 21:02,Bon,17
Bordeaux,2026-04-16 18:00:00,8.2,4.2,3.5,94.0,2026-04-14 21:02,Bon,18
Bordeaux,2026-04-16 19:00:00,7.7,4.5,5.6,89.0,2026-04-14 21:02,Bon,19
Bordeaux,2026-04-16 20:00:00,8.4,6.2,7.5,85.0,2026-04-14 21:02,Bon,20
Bordeaux,2026-04-16 21:00:00,10.2,7.2,10.2,77.0,2026-04-14 21:02,Bon,21
Bordeaux,2026-04-16 22:00:00,10.7,7.2,10.1,67.0,2026-04-14 21:02,Bon,22
Bordeaux,2026-04-16 23:00:00,12.0,7.1,10.4,59.0,2026-04-14 21:02,Bon,23
Bordeaux,2026-04-17 00:00:00,11.4,6.7,10.1,55.0,2026-04-14 21:02,Bon,0
Bordeaux,2026-04-17 01:00:00,10.6,6.7,9.3,51.0,2026-04-14 21:02,Bon,1
Bordeaux,2026-04-17 02:00:00,10.4,6.3,7.2,48.0,2026-04-14 21:02,Bon,2
Bordeaux,2026-04-17 03:00:00,10.2,6.2,6.5,51.0,2026-04-14 21:02,Bon,3
Bordeaux,2026-04-17 04:00:00,10.3,6.3,6.0,49.0,2026-04-14 21:02,Bon,4
Bordeaux,2026-04-17 05:00:00,10.8,6.0,6.0,45.0,2026-04-14 21:02,Bon,5
Bordeaux,2026-04-17 06:00:00,10.9,6.2,7.9,40.0,2026-04-14 21:02,Bon,6
Bordeaux,2026-04-17 07:00:00,11.8,7.0,12.4,35.0,2026-04-14 21:02,Bon,7
Bordeaux,2026-04-17 08:00:00,12.2,8.0,19.1,23.0,2026-04-14 21:02,Bon,8
Bordeaux,2026-04-17 09:00:00,11.6,8.1,17.0,33.0,2026-04-14 21:02,Bon,9
Bordeaux,2026-04-17 10:00:00,13.4,6.9,14.2,49.0,2026-04-14 21:02,Bon,10
Bordeaux,2026-04-17 11:00:00,12.4,6.6,10.0,55.0,2026-04-14 21:02,Bon,11
Bordeaux,2026-04-17 12:00:00,11.1,5.9,7.1,67.0,2026-04-14 21:02,Bon,12
Bordeaux,2026-04-17 13:00:00,9.5,5.1,4.1,84.0,2026-04-14 21:02,Bon,13
Bordeaux,2026-04-17 14:00:00,8.7,4.7,2.7,93.0,2026-04-14 21:02,Bon,14
Bordeaux,2026-04-17 15:00:00,8.3,4.6,2.2,99.0,2026-04-14 21:02,Bon,15
Bordeaux,2026-04-17 16:00:00,7.9,4.2,2.2,100.0,2026-04-14 21:02,Bon,16
Bordeaux,2026-04-17 17:00:00,7.8,4.1,2.4,99.0,2026-04-14 21:02,Bon,17
Bordeaux,2026-04-17 18:00:00,8.1,4.3,3.8,95.0,2026-04-14 21:02,Bon,18
Bordeaux,2026-04-17 19:00:00,8.1,4.8,6.3,91.0,2026-04-14 21:02,Bon,19
Bordeaux,2026-04-17 20:00:00,8.8,6.0,9.9,81.0,2026-04-14 21:02,Bon,20
Bordeaux,2026-04-17 21:00:00,11.3,6.3,10.6,74.0,2026-04-14 21:02,Bon,21
Bordeaux,2026-04-17 22:00:00,13.6,7.1,11.6,63.0,2026-04-14 21:02,Bon,22
Bordeaux,2026-04-17 23:00:00,13.6,7.5,12.1,65.0,2026-04-14 21:02,Bon,23
Bordeaux,2026-04-18 00:00:00,12.5,9.0,16.7,55.5,2026-04-14 21:02,Bon,0
Bordeaux,2026-04-18 01:00:00,11.4,9.4,18.5,47.5,2026-04-14 21:02,Bon,1
Bordeaux,2026-04-18 02:00:00,9.6,8.7,17.1,43.8,2026-04-14 21:02,Bon,2
Bordeaux,2026-04-18 03:00:00,7.6,7.3,14.2,46.0,2026-04-14 21:02,Bon,3
Bordeaux,2026-04-18 04:00:00,6.9,6.3,10.7,50.0,2026-04-14 21:02,Bon,4
Bordeaux,2026-04-18 05:00:00,6.3,5.6,8.0,54.0,2026-04-14 21:02,Bon,5
Bordeaux,2026-04-18 06:00:00,5.8,5.0,6.8,55.0,2026-04-14 21:02,Bon,6
Bordeaux,2026-04-18 07:00:00,5.4,4.7,6.3,55.0,2026-04-14 21:02,Bon,7
Bordeaux,2026-04-18 08:00:00,5.2,4.5,6.0,56.0,2026-04-14 21:02,Bon,8
Bordeaux,2026-04-18 09:00:00,5.6,4.6,5.7,60.0,2026-04-14 21:02,Bon,9
Bordeaux,2026-04-18 10:00:00,5.9,4.8,5.5,66.0,2026-04-14 21:02,Bon,10
Bordeaux,2026-04-18 11:00:00,6.4,5.1,5.0,73.0,2026-04-14 21:02,Bon,11
Bordeaux,2026-04-18 12:00:00,6.5,5.2,4.0,81.0,2026-04-14 21:02,Bon,12
Bordeaux,2026-04-18 13:00:00,6.5,5.0,2.8,89.0,2026-04-14 21:02,Bon,13
Bordeaux,2026-04-18 14:00:00,6.1,4.7,1.9,95.0,2026-04-14 21:02,Bon,14
Bordeaux,2026-04-18 15:00:00,6.2,4.8,1.4,99.0,2026-04-14 21:02,Bon,15
Bordeaux,2026-04-18 16:00:00,6.5,4.8,1.1,102.0,2026-04-14 21:02,Bon,16
Bordeaux,2026-04-18 17:00:00,6.9,5.0,1.1,102.0,2026-04-14 21:02,Bon,17
Bordeaux,2026-04-18 18:00:00,6.8,4.9,1.5,100.0,2026-04-14 21:02,Bon,18
Bordeaux,2026-04-18 19:00:00,6.3,4.5,2.2,95.0,2026-04-14 21:02,Bon,19
Bordeaux,2026-04-18 20:00:00,5.1,3.8,2.9,91.0,2026-04-14 21:02,Bon,20
Bordeaux,2026-04-18 21:00:00,4.4,3.5,3.7,87.0,2026-04-14 21:02,Bon,21
Bordeaux,2026-04-18 22:00:00,4.2,3.4,4.5,82.0,2026-04-14 21:02,Bon,22
Bordeaux,2026-04-18 23:00:00,4.2,3.4,5.1,78.0,2026-04-14 21:02,Bon,23
Lille,2026-04-13 00:00:00,19.5,11.2,13.3,47.0,2026-04-14 21:02,Moyen,0
Lille,2026-04-13 01:00:00,19.8,11.5,15.0,40.0,2026-04-14 21:02,Moyen,1
Lille,2026-04-13 02:00:00,20.4,11.9,16.6,37.0,2026-04-14 21:02,Moyen,2
Lille,2026-04-13 03:00:00,22.1,12.6,17.6,34.0,2026-04-14 21:02,Moyen,3
Lille,2026-04-13 04:00:00,23.6,14.4,18.9,33.0,2026-04-14 21:02,Moyen,4
Lille,2026-04-13 05:00:00,24.2,16.3,20.6,32.0,2026-04-14 21:02,Moyen,5
Lille,2026-04-13 06:00:00,24.9,17.2,22.3,22.0,2026-04-14 21:02,Moyen,6
Lille,2026-04-13 07:00:00,26.6,17.8,28.8,10.0,2026-04-14 21:02,Moyen,7
Lille,2026-04-13 08:00:00,29.3,19.1,29.5,8.0,2026-04-14 21:02,Moyen,8
Lille,2026-04-13 09:00:00,30.4,18.4,34.2,16.0,2026-04-14 21:02,Moyen,9
Lille,2026-04-13 10:00:00,29.9,19.0,31.0,35.0,2026-04-14 21:02,Moyen,10
Lille,2026-04-13 11:00:00,26.3,17.6,22.7,44.0,2026-04-14 21:02,Moyen,11
Lille,2026-04-13 12:00:00,22.6,17.0,19.7,46.0,2026-04-14 21:02,Moyen,12
Lille,2026-04-13 13:00:00,24.9,16.4,14.7,54.0,2026-04-14 21:02,Moyen,13
Lille,2026-04-13 14:00:00,23.3,15.3,10.8,62.0,2026-04-14 21:02,Moyen,14
Lille,2026-04-13 15:00:00,20.7,15.7,9.4,66.0,2026-04-14 21:02,Moyen,15
Lille,2026-04-13 16:00:00,17.0,13.1,10.4,72.0,2026-04-14 21:02,Moyen,16
Lille,2026-04-13 17:00:00,16.2,10.3,11.8,68.0,2026-04-14 21:02,Moyen,17
Lille,2026-04-13 18:00:00,13.7,10.2,15.6,63.0,2026-04-14 21:02,Moyen,18
Lille,2026-04-13 19:00:00,13.9,9.0,18.9,62.0,2026-04-14 21:02,Bon,19
Lille,2026-04-13 20:00:00,13.8,9.9,20.8,64.0,2026-04-14 21:02,Bon,20
Lille,2026-04-13 21:00:00,15.5,12.1,22.9,56.0,2026-04-14 21:02,Moyen,21
Lille,2026-04-13 22:00:00,17.2,12.5,23.0,47.0,2026-04-14 21:02,Moyen,22
Lille,2026-04-13 23:00:00,17.6,13.2,21.4,45.0,2026-04-14 21:02,Moyen,23
Lille,2026-04-14 00:00:00,21.0,16.6,17.8,43.0,2026-04-14 21:02,Moyen,0
Lille,2026-04-14 01:00:00,22.6,17.4,15.9,41.0,2026-04-14 21:02,Moyen,1
Lille,2026-04-14 02:00:00,22.4,18.7,15.8,34.0,2026-04-14 21:02,Moyen,2
Lille,2026-04-14 03:00:00,23.8,18.3,16.2,33.0,2026-04-14 21:02,Moyen,3
Lille,2026-04-14 04:00:00,23.6,19.4,16.5,29.0,2026-04-14 21:02,Moyen,4
Lille,2026-04-14 05:00:00,24.2,21.4,17.4,25.0,2026-04-14 21:02,Moyen,5
Lille,2026-04-14 06:00:00,25.9,23.0,24.1,18.0,2026-04-14 21:02,Moyen,6
Lille,2026-04-14 07:00:00,27.6,23.0,29.4,6.0,2026-04-14 21:02,Moyen,7
Lille,2026-04-14 08:00:00,29.4,24.4,31.1,5.0,2026-04-14 21:02,Moyen,8
Lille,2026-04-14 09:00:00,31.4,25.7,35.7,15.0,2026-04-14 21:02,Mauvais,9
Lille,2026-04-14 10:00:00,32.9,25.9,29.0,24.0,2026-04-14 21:02,Mauvais,10
Lille,2026-04-14 11:00:00,29.9,24.1,17.5,58.0,2026-04-14 21:02,Moyen,11
Lille,2026-04-14 12:00:00,28.9,20.7,11.7,69.0,2026-04-14 21:02,Moyen,12
Lille,2026-04-14 13:00:00,18.7,13.7,8.1,81.0,2026-04-14 21:02,Moyen,13
Lille,2026-04-14 14:00:00,14.4,10.1,5.1,91.0,2026-04-14 21:02,Moyen,14
Lille,2026-04-14 15:00:00,12.0,8.7,4.1,97.0,2026-04-14 21:02,Bon,15
Lille,2026-04-14 16:00:00,12.2,8.2,3.8,100.0,2026-04-14 21:02,Bon,16
Lille,2026-04-14 17:00:00,12.1,7.9,4.1,101.0,2026-04-14 21:02,Bon,17
Lille,2026-04-14 18:00:00,12.0,7.8,5.7,100.0,2026-04-14 21:02,Bon,18
Lille,2026-04-14 19:00:00,11.6,9.1,11.5,95.0,2026-04-14 21:02,Bon,19
Lille,2026-04-14 20:00:00,14.8,11.4,16.8,78.0,2026-04-14 21:02,Moyen,20
Lille,2026-04-14 21:00:00,17.4,13.2,26.9,67.0,2026-04-14 21:02,Moyen,21
Lille,2026-04-14 22:00:00,20.3,15.2,21.6,67.0,2026-04-14 21:02,Moyen,22
Lille,2026-04-14 23:00:00,20.2,17.5,20.9,64.0,2026-04-14 21:02,Moyen,23
Lille,2026-04-15 00:00:00,17.3,16.3,15.8,62.0,2026-04-14 21:02,Moyen,0
Lille,2026-04-15 01:00:00,16.2,14.8,13.0,60.0,2026-04-14 21:02,Moyen,1
Lille,2026-04-15 02:00:00,21.0,18.6,11.3,55.0,2026-04-14 21:02,Moyen,2
Lille,2026-04-15 03:00:00,20.2,17.2,9.7,51.0,2026-04-14 21:02,Moyen,3
Lille,2026-04-15 04:00:00,17.5,14.8,7.9,53.0,2026-04-14 21:02,Moyen,4
Lille,2026-04-15 05:00:00,15.9,13.3,6.9,50.0,2026-04-14 21:02,Moyen,5
Lille,2026-04-15 06:00:00,16.9,14.2,8.3,47.0,2026-04-14 21:02,Moyen,6
Lille,2026-04-15 07:00:00,17.0,14.4,12.4,46.0,2026-04-14 21:02,Moyen,7
Lille,2026-04-15 08:00:00,17.0,14.3,18.7,43.0,2026-04-14 21:02,Moyen,8
Lille,2026-04-15 09:00:00,14.3,13.1,15.7,53.0,2026-04-14 21:02,Moyen,9
Lille,2026-04-15 10:00:00,14.8,11.7,12.0,60.0,2026-04-14 21:02,Moyen,10
Lille,2026-04-15 11:00:00,16.7,13.5,8.5,72.0,2026-04-14 21:02,Moyen,11
Lille,2026-04-15 12:00:00,16.8,12.3,6.8,80.0,2026-04-14 21:02,Moyen,12
Lille,2026-04-15 13:00:00,14.8,10.9,5.3,84.0,2026-04-14 21:02,Moyen,13
Lille,2026-04-15 14:00:00,12.0,9.2,3.6,99.0,2026-04-14 21:02,Bon,14
Lille,2026-04-15 15:00:00,11.6,8.1,3.6,99.0,2026-04-14 21:02,Bon,15
Lille,2026-04-15 16:00:00,11.0,7.6,4.2,101.0,2026-04-14 21:02,Bon,16
Lille,2026-04-15 17:00:00,10.9,7.9,6.5,99.0,2026-04-14 21:02,Bon,17
Lille,2026-04-15 18:00:00,11.7,8.6,8.9,94.0,2026-04-14 21:02,Bon,18
Lille,2026-04-15 19:00:00,11.6,8.2,13.7,91.0,2026-04-14 21:02,Bon,19
Lille,2026-04-15 20:00:00,10.2,7.1,14.5,79.0,2026-04-14 21:02,Bon,20
Lille,2026-04-15 21:00:00,9.7,7.0,13.6,66.0,2026-04-14 21:02,Bon,21
Lille,2026-04-15 22:00:00,9.3,7.2,11.9,59.0,2026-04-14 21:02,Bon,22
Lille,2026-04-15 23:00:00,9.9,8.0,11.9,54.0,2026-04-14 21:02,Bon,23
Lille,2026-04-16 00:00:00,10.1,8.0,10.5,54.0,2026-04-14 21:02,Bon,0
Lille,2026-04-16 01:00:00,10.5,8.7,8.0,52.0,2026-04-14 21:02,Bon,1
Lille,2026-04-16 02:00:00,10.0,8.0,6.0,53.0,2026-04-14 21:02,Bon,2
Lille,2026-04-16 03:00:00,10.2,7.2,4.4,60.0,2026-04-14 21:02,Bon,3
Lille,2026-04-16 04:00:00,11.3,6.9,3.7,59.0,2026-04-14 21:02,Bon,4
Lille,2026-04-16 05:00:00,12.4,7.0,3.7,60.0,2026-04-14 21:02,Bon,5
Lille,2026-04-16 06:00:00,13.9,7.8,6.4,59.0,2026-04-14 21:02,Bon,6
Lille,2026-04-16 07:00:00,15.2,8.3,9.6,58.0,2026-04-14 21:02,Bon,7
Lille,2026-04-16 08:00:00,16.7,9.1,15.7,52.0,2026-04-14 21:02,Bon,8
Lille,2026-04-16 09:00:00,16.9,9.8,16.3,55.0,2026-04-14 21:02,Bon,9
Lille,2026-04-16 10:00:00,15.8,7.9,10.7,59.0,2026-04-14 21:02,Bon,10
Lille,2026-04-16 11:00:00,14.0,8.2,7.3,70.0,2026-04-14 21:02,Bon,11
Lille,2026-04-16 12:00:00,12.2,7.9,4.4,79.0,2026-04-14 21:02,Bon,12
Lille,2026-04-16 13:00:00,13.1,5.6,3.4,85.0,2026-04-14 21:02,Bon,13
Lille,2026-04-16 14:00:00,12.6,4.7,2.9,88.0,2026-04-14 21:02,Bon,14
Lille,2026-04-16 15:00:00,10.8,5.8,2.3,90.0,2026-04-14 21:02,Bon,15
Lille,2026-04-16 16:00:00,10.1,5.3,2.4,91.0,2026-04-14 21:02,Bon,16
Lille,2026-04-16 17:00:00,9.7,5.2,2.5,90.0,2026-04-14 21:02,Bon,17
Lille,2026-04-16 18:00:00,9.6,5.7,3.4,89.0,2026-04-14 21:02,Bon,18
Lille,2026-04-16 19:00:00,10.0,5.9,4.5,85.0,2026-04-14 21:02,Bon,19
Lille,2026-04-16 20:00:00,12.6,5.8,12.6,78.0,2026-04-14 21:02,Bon,20
Lille,2026-04-16 21:00:00,14.3,7.9,15.2,64.0,2026-04-14 21:02,Bon,21
Lille,2026-04-16 22:00:00,16.4,9.5,16.4,57.0,2026-04-14 21:02,Bon,22
Lille,2026-04-16 23:00:00,18.5,10.7,16.5,54.0,2026-04-14 21:02,Moyen,23
Lille,2026-04-17 00:00:00,19.7,12.6,16.9,48.0,2026-04-14 21:02,Moyen,0
Lille,2026-04-17 01:00:00,19.9,13.0,18.6,43.0,2026-04-14 21:02,Moyen,1
Lille,2026-04-17 02:00:00,20.8,13.7,19.4,38.0,2026-04-14 21:02,Moyen,2
Lille,2026-04-17 03:00:00,21.2,14.4,21.3,34.0,2026-04-14 21:02,Moyen,3
Lille,2026-04-17 04:00:00,22.3,15.7,18.8,30.0,2026-04-14 21:02,Moyen,4
Lille,2026-04-17 05:00:00,23.7,16.6,18.0,26.0,2026-04-14 21:02,Moyen,5
Lille,2026-04-17 06:00:00,24.4,17.3,18.9,23.0,2026-04-14 21:02,Moyen,6
Lille,2026-04-17 07:00:00,25.1,16.9,22.7,22.0,2026-04-14 21:02,Moyen,7
Lille,2026-04-17 08:00:00,23.9,15.1,29.0,19.0,2026-04-14 21:02,Moyen,8
Lille,2026-04-17 09:00:00,23.9,13.5,33.2,24.0,2026-04-14 21:02,Moyen,9
Lille,2026-04-17 10:00:00,22.9,13.3,21.0,36.0,2026-04-14 21:02,Moyen,10
Lille,2026-04-17 11:00:00,18.9,13.2,14.9,62.0,2026-04-14 21:02,Moyen,11
Lille,2026-04-17 12:00:00,16.9,13.5,9.0,72.0,2026-04-14 21:02,Moyen,12
Lille,2026-04-17 13:00:00,15.3,10.8,6.5,78.0,2026-04-14 21:02,Moyen,13
Lille,2026-04-17 14:00:00,12.0,9.0,4.1,86.0,2026-04-14 21:02,Bon,14
Lille,2026-04-17 15:00:00,11.9,6.7,3.3,96.0,2026-04-14 21:02,Bon,15
Lille,2026-04-17 16:00:00,12.0,6.6,3.5,100.0,2026-04-14 21:02,Bon,16
Lille,2026-04-17 17:00:00,11.4,6.0,5.0,97.0,2026-04-14 21:02,Bon,17
Lille,2026-04-17 18:00:00,11.4,6.1,7.8,93.0,2026-04-14 21:02,Bon,18
Lille,2026-04-17 19:00:00,11.5,8.1,12.5,85.0,2026-04-14 21:02,Bon,19
Lille,2026-04-17 20:00:00,14.5,8.7,15.3,76.0,2026-04-14 21:02,Bon,20
Lille,2026-04-17 21:00:00,16.5,10.1,18.6,59.0,2026-04-14 21:02,Moyen,21
Lille,2026-04-17 22:00:00,19.6,12.0,20.9,50.0,2026-04-14 21:02,Moyen,22
Lille,2026-04-17 23:00:00,20.7,14.0,18.6,46.0,2026-04-14 21:02,Moyen,23
Lille,2026-04-18 00:00:00,20.1,14.7,28.1,35.8,2026-04-14 21:02,Moyen,0
Lille,2026-04-18 01:00:00,18.0,14.4,32.5,27.0,2026-04-14 21:02,Moyen,1
Lille,2026-04-18 02:00:00,15.5,14.1,30.4,29.2,2026-04-14 21:02,Moyen,2
Lille,2026-04-18 03:00:00,12.8,12.5,27.3,34.0,2026-04-14 21:02,Moyen,3
Lille,2026-04-18 04:00:00,11.2,11.0,22.6,36.0,2026-04-14 21:02,Moyen,4
Lille,2026-04-18 05:00:00,11.0,10.7,19.2,37.0,2026-04-14 21:02,Moyen,5
Lille,2026-04-18 06:00:00,10.6,10.3,17.4,36.0,2026-04-14 21:02,Moyen,6
Lille,2026-04-18 07:00:00,10.7,10.3,16.9,33.0,2026-04-14 21:02,Moyen,7
Lille,2026-04-18 08:00:00,11.1,10.8,16.4,33.0,2026-04-14 21:02,Moyen,8
Lille,2026-04-18 09:00:00,12.2,11.9,15.6,36.0,2026-04-14 21:02,Moyen,9
Lille,2026-04-18 10:00:00,15.9,15.1,14.8,40.0,2026-04-14 21:02,Moyen,10
Lille,2026-04-18 11:00:00,17.6,16.5,13.7,47.0,2026-04-14 21:02,Moyen,11
Lille,2026-04-18 12:00:00,18.5,16.8,11.9,57.0,2026-04-14 21:02,Moyen,12
Lille,2026-04-18 13:00:00,15.0,13.0,9.9,69.0,2026-04-14 21:02,Moyen,13
Lille,2026-04-18 14:00:00,14.2,12.3,8.4,78.0,2026-04-14 21:02,Moyen,14
Lille,2026-04-18 15:00:00,12.7,10.7,7.8,80.0,2026-04-14 21:02,Moyen,15
Lille,2026-04-18 16:00:00,9.7,7.1,7.8,80.0,2026-04-14 21:02,Bon,16
Lille,2026-04-18 17:00:00,8.2,5.8,8.3,78.0,2026-04-14 21:02,Bon,17
Lille,2026-04-18 18:00:00,7.0,4.8,9.2,77.0,2026-04-14 21:02,Bon,18
Lille,2026-04-18 19:00:00,5.8,4.1,10.6,76.0,2026-04-14 21:02,Bon,19
Lille,2026-04-18 20:00:00,5.8,4.5,12.3,73.0,2026-04-14 21:02,Bon,20
Lille,2026-04-18 21:00:00,6.8,5.7,14.7,67.0,2026-04-14 21:02,Bon,21
Lille,2026-04-18 22:00:00,7.4,6.3,17.5,59.0,2026-04-14 21:02,Bon,22
Lille,2026-04-18 23:00:00,7.9,6.6,19.4,53.0,2026-04-14 21:02,Bon,23
